raw_affiliation_string,label
"Physics Department, State University of New York at Stony Brook, Stony Brook, NY 11794-3800, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, State University of New York, Stony Brook NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, State University of New York, Stony Brook, L.I., NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physics Department, State University of New York, Stony Brook, USA",Stony Brook University {https://ror.org/05qghxh33}
"Physik-Department E15, Technische Universität München, James-Franck-Strasse, D-85748 Garching, Germany",Technical University of Munich {https://ror.org/02kkvpp62}
Politeknik Ilmu Pemasyarakatan,
Politeknik Negeri Medan,
Politeknik Negeri Sriwijaya,
Postech,Pohang University of Science and Technology {https://ror.org/04xysgw12}
"Prodi Peternakan, Fakultas Peternakan, Universitas Nusa Cendana",University of Nusa Cendana {https://ror.org/04yf4aj88}
"Programming Languages and Compilers Group, School of Computer Science and Engineering, The University of New South Wales, Sydney, Australia#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
"Programming Languages and Compilers Group, School of Computer Science and Engineering, University of New South Wales, Sydney#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
Published under license in Journal of Physics: Conference Series by IOP Publishing Ltd,
ROSNEFT OIL COMPANY,Rosneft (Russia) {https://ror.org/01vw57x46}
"Rajasthan College of Agriculture, Maharana Pratap University of Agriculture and Technology,#R##N#Udaipur, Rajasthan 313 001, India",Maharana Pratap University of Agriculture and Technology {https://ror.org/05jhq2w18}
"Relativity Research Center and School of Computer Aided Science, Inje University, Gimhae 621-749, South Korea",Inje University {https://ror.org/04xqwq985}
"Research Center for Animal Hygiene and Food Safety, Obihiro University of Agriculture and Veterinary Medicine, 2-11 Inada, Obihiro, Hokkaido 080-8555, Japan",Obihiro University of Agriculture and Veterinary Medicine {https://ror.org/02t9fsj94}
Research Institute for Fragrance Materials Inc,Research Institute for Fragrance Materials {https://ror.org/03dpvmw27}
"Research Planning & Information Division, National Institute of Agricultural Biotechnology, Suwon, Korea",National Institute of Agricultural Science and Technology {https://ror.org/000vy8681}
"Royal Victoria Hospital, Belfast, United Kingdom",Royal Victoria Hospital {https://ror.org/03rq50d77}
"SARNOFF CORP., PRINCETON",
Samara National Research Univ. (Russian Federation),Samara National Research University {https://ror.org/05ggagb37}
"Sapporo Medical Univ., Sapporo, Japan",Sapporo Medical University {https://ror.org/01h7cca57}
"Sarnoff Corporation 201 Washington Road Princeton, NJ#TAB#",
"Sarnoff Corporation Princeton, NJ",
"Sch. Of Comput. Sci. & Eng., Univ. of New South Wales, Sydney, NSW",UNSW Sydney {https://ror.org/03r8z3t63}
"Sch. of Eng. Sci., Univ. of Skovde, Skovde, Sweden",University of Skövde {https://ror.org/051mrsz47}
"Sch. of Resources & Civil Eng., Northeastern Univ., Shenyang, China",Northeastern University {https://ror.org/03awzbc87}
"School of Chemical Engineering & Industrial Chemistry, The University of New South Wales, UNSW, Sydney, NSW, Australia#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Chemical Engineering and Industrial Chemistry, The University of New South Wales, UNSW, Sydney, NSW 2052, Australia",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Chemical Engineering and Industrial Chemistry, The University of New South Wales, UNSW, Sydney, NSW 2052, Australia#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Communication Engineering, Xidian University, Xi'an, China",Xidian University {https://ror.org/05s92vm98}
"School of Computer Sci. and Eng., University of New South Wales, Sydney, NSW, Australia#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Computer Science & Engineering, University of New South Wales, Kensington, Australia",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Computer Science and Engineering, University of NSW, Australia and NICTA, Australia",Data61 {https://ror.org/03q397159}|UNSW Sydney {https://ror.org/03r8z3t63}
"School of Computer Science and Engineering, University of New South Wales, Sydney, ",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Computer Science and Engineering, University of New South Wales,Australia",UNSW Sydney {https://ror.org/03r8z3t63}
"School of Computer Science and Technology, Taiyuan University of Science & Technology, Taiyuan 030024, China.",Taiyuan University of Science and Technology {https://ror.org/01wcbdc92}
"School of Computer Science and Technology, Xidian University, Xi'an 710071, China#TAB#",Xidian University {https://ror.org/05s92vm98}
"School of Computing, University of Dundee, Dundee DD1 4HN, UK#TAB#",University of Dundee {https://ror.org/03h2bxq36}
"School of Electrical and Computer Engineering, National Technical, University of Athens, Athens, Greece",National Technical University of Athens {https://ror.org/03cx6bg69}
"School of Electronics and Information, Northwestern Polytechnical University, Xi'an 710072, China#TAB#",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"School of Energy and Power Engineering, University of Shanghai for Science & Technology, Shanghai 200093, PR China",University of Shanghai for Science and Technology {https://ror.org/00ay9v204}
"School of Environmental and Rural Science Univ. of New England Armidale, NSW 2351, Australia",University of New England {https://ror.org/04r659a56}
"School of Management Science and Engineering, Shandong University, of Finance and Economics, Jinan Shandong, China",Shandong University of Finance and Economics {https://ror.org/02e2nnq08}
"School of Materials Science and Engineering,Beijing University of Aeronautics and Astroautics,Beijing 100083",Beihang University {https://ror.org/00wk2mp56}
School of Mechanical Engineering Lovely Professional University  Phagwara Punjab India,Lovely Professional University {https://ror.org/00et6q107}
School of Metallurgy Northeastern University Shenyang China,Northeastern University {https://ror.org/03awzbc87}
"Science and Technology on Thermostructural Composite Materials Laboratory, Northwestern Polytechnical University, Xi’an, Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"Science and Technology on Thermostructure Composite Materials Laboratory, Northwestern Polytechnical University, West Youyi Rd, No. 127, Xi’an, Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"Science and Technology on Thermostructure Composite Materials Laboratory, Northwestern Polytechnical University, Xi'an, Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"Science and Technology on Thermostructure Composite Materials Laboratory, Northwestern Polytechnical University, Xi׳an, Shaanxi 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"Science and Technology on Thermostructure Composite Materials Laboratory, Northwestern Polytechnical University, Xi’an, Shaanxi 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"Shanghai Acad. of Spaceflight Technol., Shanghai, China",Shanghai Academy of Spaceflight Technology {https://ror.org/050qhwt21}
"Shanghai Inst. of Technol., Shanghai, China",Shanghai Institute of Technology {https://ror.org/00fjzqj15}
Shanghai Xin Jinqiao Environmental Protection Company,
"Singapore Inst. of Technol., Singapore, Singapore",Singapore Institute of Technology {https://ror.org/01v2c2791}
"Singapore Institute of Technology , Singapore",Singapore Institute of Technology {https://ror.org/01v2c2791}
"Smart Media Institute, University College Dublin, Ireland#TAB#",University College Dublin {https://ror.org/05m7pjf47}
"Smith-Kettlewell Eye Res Inst, San Francisco, CA",Smith-Kettlewell Eye Research Institute {https://ror.org/05783y657}
South-Ural State Medical University.,Chelyabinsk State Medical Academy {https://ror.org/05srfkv34}
"State Key Lab of ISN, Xidian University, Xi'an, 710071 China#TAB#",Xidian University {https://ror.org/05s92vm98}
"State Key Lab. of Integrated Service Networks, Xidian University, Xi’an, China",Xidian University {https://ror.org/05s92vm98}
"State Key Lab. of Integrated Services Networks, Xidian Univ., Xidian",Xidian University {https://ror.org/05s92vm98}
"State Key Lab. of Integrated Services Networks, Xidian University, Xi'an China",Xidian University {https://ror.org/05s92vm98}
"State Key Laboratories of ISN, Xidian University, Xi’an, China",Xidian University {https://ror.org/05s92vm98}
"State Key Laboratory of Component-Based Chinese Medicine, Tianjin University of Traditional Chinese Medicine, Tianjin, China.",Tianjin University of Traditional Chinese Medicine {https://ror.org/05dfcz246}
"State Key Laboratory of Integrated Service Networks, Xidian University, Xi'an, Shaanxi, 710071 China",Xidian University {https://ror.org/05s92vm98}
"State Key Laboratory of Integrated Service Networks, Xidian University, Xi’an, China",Xidian University {https://ror.org/05s92vm98}
State Key Laboratory of Organic Electronics and Information Displays & Institute of Advanced Materials (IAM) Nanjing University of Posts & Telecommunications  9 Wenyuan Road Nanjing 210023 China,Nanjing University of Posts and Telecommunications {https://ror.org/043bpky34}
"State Key Laboratory of Rare Earth Materials Chemistry and Applications, Peking University,Beijing,P. R. China",Peking University {https://ror.org/02v51f717}
"State Key Laboratory of Severe Weather & Key Laboratory of Atmospheric Chemistry of CMA, Chinese Academy of Meteorological Sciences, Beijing, 100081, China",Chinese Academy of Meteorological Sciences {https://ror.org/034b53w38}
"State Key Laboratory of Solidification Processing, Northwestern Polytechnical University, Xi'an Shaanxi, 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"State Key Laboratory of Solidification Processing, Northwestern Polytechnical University, Xi'an, Shaanxi 710072, PR China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"State Key Laboratory of Solidification Processing, Northwestern Polytechnical University, Xi’an Shaanxi 710072, China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"State Key Laboratory of Solidification Processing, Northwestern Polytechnical University, Xi’an Shaanxi 710072, People's Republic of China",Northwestern Polytechnical University {https://ror.org/01y0j0j86}
"State University of New-York at Stony-Brook, Department of Physics, Stony-Brook, NY 11794, USA",Stony Brook University {https://ror.org/05qghxh33}
Steklov Mathematical Institute,Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"Steklov Mathematical Institute , Vavilov str., 42, Moscow, 117966, Russia ",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"Steklov Mathematical Institute, Academy of Sciences of the USSR, USSR",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"Steklov Mathematical Institute, Moscow, U.S.S.R.",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"Steklov Mathematical Institute, Moscow, USSR",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
Stony Brook University,Stony Brook University {https://ror.org/05qghxh33}
"TRIUMF, 4004 Wesbrook Mall, Vancouver, BC V6T 2A3, Canada.",TRIUMF {https://ror.org/03kgj4539}
TU Munich,Technical University of Munich {https://ror.org/02kkvpp62}
"Tanta Univ., Egypt",Tanta University {https://ror.org/016jp5b92}
"Tanzania Wildlife Research Inst., Arusha, Tanzania",Tanzania Wildlife Research Institute {https://ror.org/04sv7km52}
"Texas Tech University, Plant and Soil Science, Campus Box 42122, Lubbock, Texas, United States, 79409, ;",Texas Tech University {https://ror.org/0405mnx93}
"The Institute of Optics, University of Rochester, United States",University of Rochester {https://ror.org/022kthw22}
The Niels Bohr Institute,
"The Univ. of New South Wales, Sydney, Australia",UNSW Sydney {https://ror.org/03r8z3t63}
"The University of New South Wales, Australia",UNSW Sydney {https://ror.org/03r8z3t63}
"The University of New South, Wales",UNSW Sydney {https://ror.org/03r8z3t63}
"Theoretical Physics Division, Rudjer BoškovićInstitute, Zagreb, Croatia",Rudjer Boskovic Institute {https://ror.org/02mw21745}
"Tokyo Denki Univ., , Japan",Tokyo Denki University {https://ror.org/01pa62v70}
Tokyo Metropolitan Univ. (Japan),Tokyo Metropolitan University {https://ror.org/00ws30h19}
"Tomsk State University, Tomsk, Russia",National Research Tomsk State University {https://ror.org/02he2nc27}
"Trinity College, Cambridge.",
"Tula State Univ., Tula, Russia",Tula State University {https://ror.org/05shr3z13}
"Tver State Univ., Tver, Russia#TAB#",Tver State University {https://ror.org/03c8qq315}
U of North Carolina-Chapel Hill,University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
UAB-IFAE,Universitat Autònoma de Barcelona {https://ror.org/052g8jq94}|Institute for High Energy Physics {https://ror.org/01sdrjx85}
"UCLA Computer Science Department, Los Angeles CA#TAB#","University of California, Los Angeles {https://ror.org/046rm7j60}"
"UCLA, CA,","University of California, Los Angeles {https://ror.org/046rm7j60}"
"UCLA, LOS ANGELES, CA","University of California, Los Angeles {https://ror.org/046rm7j60}"
UIN Alauddin Makassar,
"UNC Chapel Hill, Computer Science Department, USA#TAB#",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
UNINOVE,Universidade Nove de Julho {https://ror.org/005mpbw70}
UNIVERSITAS WARMADEWA,Warmadewa University {https://ror.org/02eehp307}
"UNIVERSITY OF CALIFORNIA, LOS ANGELES, CA","University of California, Los Angeles {https://ror.org/046rm7j60}"
"Unité Associée au CNRS no 769, Université P. et M. Curie, Laboratoire de Physique Théorique, Institut Henri Poincaré, 11, rue Pierre et Marie Curie, 75231 Paris Cedex 05, France",Institut Henri Poincaré {https://ror.org/05dfxeg46}|Sorbonne Université {https://ror.org/02en5vm52}|French National Centre for Scientific Research {https://ror.org/02feahw73}
"Univ Cincinnati, Cincinnati, OH",University of Cincinnati {https://ror.org/01e3m7079}
"Univ. of Illinois at Urbana-Champaign, Urbana, IL#TAB#",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
Univ. of Kashan,University of Kashan {https://ror.org/015zmr509}
Univ. of Memphis,University of Memphis {https://ror.org/01cq23130}
Univ. of New South Wales (Australia)#TAB#,UNSW Sydney {https://ror.org/03r8z3t63}
"Univ. of New South Wales, Kensington NSW, Australia#TAB#",UNSW Sydney {https://ror.org/03r8z3t63}
Univ. of Rochester Medical Center,University of Rochester Medical Center {https://ror.org/00trqv719}
Universidad  de Lleida,Universitat de Lleida {https://ror.org/050c3cw24}
Universidad Nacional del Nordeste. Facultad de Ciencias Exactas y Naturales Y Agrimensura,National University of the Northeast {https://ror.org/057ecva72}
Universidad Nacional del nordeste,National University of the Northeast {https://ror.org/057ecva72}
Universidade  do  Estado do Rio de Janeiro,Rio de Janeiro State University {https://ror.org/0198v2949}
"Universidade Federal de Alfenas,  Brazil",Universidade Federal de Alfenas {https://ror.org/034vpja60}
Universidade Tecnológica Federal do Paraná,Universidade Tecnológica Federal do Paraná {https://ror.org/002v2kq79}
"Universidade de Cruz Alta, Cruz Alta, RS, Brasil",University of Cruz Alta {https://ror.org/043vxnh96}
Universidade de Sao Paulo Escola Superior de Agricultura Luiz de Queiroz;,Universidade de São Paulo {https://ror.org/036rp1748}
Universidade do Estado do Amazonas,Universidade do Estado do Amazonas {https://ror.org/04j5z3x06}
Universitas Bina Sarana Informatika,
"Universitas Budi Darma, Medan",
Universitas Internasional Batam,International University of Batam {https://ror.org/031dk8f13}
Universitas Kristen Duta Wacana,Duta Wacana Christian University {https://ror.org/036agwg70}
Universitas Nasional Pasim,Universitas Nasional Pasim {https://ror.org/05v4xtv52}
Universitas Negeri Gorontalo,State University of Gorontalo {https://ror.org/05417j740}
University College Dublin,University College Dublin {https://ror.org/05m7pjf47}
"University College Dublin , Dublin , Ireland ",University College Dublin {https://ror.org/05m7pjf47}
"University Hospitals Coventry & Warwickshire, NHS Trust, Coventry, UK.",University Hospitals Coventry and Warwickshire NHS Trust {https://ror.org/025n38288}
"University Institute of Engineering and Technology, Panjab University , Chandigarh, 160014, India.",Panjab University {https://ror.org/04p2sbk06}
University at Buffalo,"University at Buffalo, State University of New York {https://ror.org/01y64my43}"
"University of California at Los Angeles, Los Angeles, CA","University of California, Los Angeles {https://ror.org/046rm7j60}"
University of California at San Francisco,"University of California, San Francisco {https://ror.org/043mz5j54}"
"University of California, Los Angeles.","University of California, Los Angeles {https://ror.org/046rm7j60}"
"University of Cambridge, Department of Applied Mathematics and Theoretical Physics, Silver Street, Cambridge CB3 9EW, UK",University of Cambridge {https://ror.org/013meh722}
University of Connecticut,University of Connecticut {https://ror.org/02der9h97}
University of Groningen,University of Groningen {https://ror.org/012p63287}
"University of Illinois at Urbana Champaign, Urbana, IL, USA.",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"University of Illinois at Urbana, Champaign, USA.",University of Illinois Urbana-Champaign {https://ror.org/047426m28}
University of Illinois at Urbana-Champaign,University of Illinois Urbana-Champaign {https://ror.org/047426m28}
"University of Louvain, Heverlee, Belgium#TAB#",Université Catholique de Louvain {https://ror.org/02495e989}
University of Maryland;,"University of Maryland, College Park {https://ror.org/047s2c258}"
University of New South Wales Sydney NSW Australia,UNSW Sydney {https://ror.org/03r8z3t63}
"University of New South Wales and NICTA, Sydney, Australia#TAB#",Data61 {https://ror.org/03q397159}|UNSW Sydney {https://ror.org/03r8z3t63}
University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"University of North Carolina at Chapel Hill, Chapel Hill, NC, (USA)",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"University of North Carolina, Chapel Hill, ",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"University of Northern, Iowa",University of Northern Iowa {https://ror.org/02h4qpx12}
University of Paris XI,University of Paris-Sud {https://ror.org/028rypz17}
Universität Bayreuth Bayreuth Deutschland,University of Bayreuth {https://ror.org/0234wmv40}
Universität Bonn >  >  >  > >,University of Bonn {https://ror.org/041nas322}
"Universität Passau, Passau, Germany",University of Passau {https://ror.org/05ydjnb78}
"Universität, Institut für Angewandte Mathematik, Hamburg, ",Universität Hamburg {https://ror.org/00g30e956}
"Université Pierre et Marie Curie,",Sorbonne Université {https://ror.org/02en5vm52}
"Université Pierre et Marie Curie, UFR 920 BP 172, 4, place Jussieu, 75252, Paris cedex 05, Francef1E-mail: jpf@ccr.jussieu.frf1",Sorbonne Université {https://ror.org/02en5vm52}
Uniwersytet Mikołaja Kopernika w Toruniu,Nicolaus Copernicus University {https://ror.org/0102mm775}
"V. A. Steklov Mathematical Institute, Academy of Sciences of the USSR, Moscow, USSR",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"V. A. Steklov Mathematical Institute, The Academy of Sciences of the USSR, Moscow, USSR",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"V. Steklov Mathematical Institute, Akad. Nauk SSSR#TAB#",Steklov Mathematical Institute {https://ror.org/03zeg8w71}
"VSSAD, Alpha Technology Group, Compaq Computer Corporation, 334 South Street, Mail Stop SHR3-2E/R28, Shrewsbury, MA",
Vali-e-Asr University of Rafsanjan,Vali Asr University of Rafsanjan {https://ror.org/056xnk046}
"Vasavi Coll. of Eng., Hyderabad, India",
"Vilnius Univ., Vilnius, Lithuania#TAB#",Vilnius University {https://ror.org/03nadee84}
"Vision Technol. Lab, Sarnoff Corp., Princeton, NJ, USA",
"Wesleyan Univ., Middletown, CT, USA",Wesleyan University {https://ror.org/05h7xva58}
"Western New England Univ., Springfield, MA, USA",Western New England University {https://ror.org/007cnf143}
Xidian University,Xidian University {https://ror.org/05s92vm98}
"Xidian University, People¿s Republic of China",Xidian University {https://ror.org/05s92vm98}
"[Department of Computing and Information Sciences, Kansas State University, Manhattan, KS]",Kansas State University {https://ror.org/05p1j8758}
"[Department of Computing and Information Sciences, Kansas State University]",Kansas State University {https://ror.org/05p1j8758}
"[Department of Mathematics and Computer Science, University of Dundee, Dundee, UK]",University of Dundee {https://ror.org/03h2bxq36}
"[Dept. of Comput. Sci., Cornell Univ., Ithaca, NY, USA]",Cornell University {https://ror.org/05bnh6r87}
"[Dept. of Comput. Sci., Univ. of North Carolina, Chapel Hill, NC]",University of North Carolina at Chapel Hill {https://ror.org/0130frc33}
"[Dept. of Electrical and Computer Eng., University of Kashan, Kashan, Iran]",University of Kashan {https://ror.org/015zmr509}
"[Fudan Univ., Shanghai]",Fudan University {https://ror.org/013q1eq08}
"[ISN Lab, Xidian University, Xi’an, China]",Xidian University {https://ror.org/05s92vm98}
"[Peking Univ., Beijing, China]",Peking University {https://ror.org/02v51f717}
"[Physikalisch-Technische, Bundesanstalt, Germany]",Physikalisch-Technische Bundesanstalt {https://ror.org/05r3f7h03}
"[Sarnoff Corp, Princeton, NJ, USA]",
[Sarnoff Corporation],
"[Sch. of Comput. Sci., Fudan Univ., Shanghai, China]",Fudan University {https://ror.org/013q1eq08}
university of dundee,University of Dundee {https://ror.org/03h2bxq36}
"† Department of Mathematics, The Chinese University of Hong Kong, Shatin, Hong Kong (",Chinese University of Hong Kong {https://ror.org/00t33hh48}
